Review ID,Effect Size ID,Within Effect ID,Study Author,Study Year,Study First Page #,Study N,Estimate,Metric,Lower CI,Upper CI,Standard Error,Standard Deviation,Variance,p-value,N Intervention,N Control,Number of Events in Exposure(for OR/RR),Number of Events in Comparison (for OR/RR),Reverse Code
47769,47769_001,47769_001_064,Dovis,2015,e0121651,59,0.03,Hedge's g,-0.48,0.54,-999,-999,-999,-999,30,29,-999,-999,FALSE
47769,47769_001,47769_001_065,Johnstone,2010,31,29,0.59,Hedge's g,-0.15,1.34,-999,-999,-999,-999,15,14,-999,-999,FALSE
47769,47769_001,47769_001_066,Johnstone,2012,11,42,3.38,Hedge's g,2.41,4.35,-999,-999,-999,-999,22,20,-999,-999,FALSE
47769,47769_001,47769_001_067,van der Oord,2014,699,40,0.42,Hedge's g,-0.21,1.05,-999,-999,-999,-999,18,22,-999,-999,FALSE
47769,47769_001,47769_001_068,Wuang,2018,27,60,0.59,Hedge's g,0.07,1.11,-999,-999,-999,-999,30,30,-999,-999,FALSE
47769,47769_004,47769_004_001,Goldin,2014,6443,111,1.35,Hedge's g,0.92,1.78,-999,-999,-999,-999,73,38,-999,-999,FALSE
47769,47769_004,47769_004_002,Kuhn,2014,59,40,0.24,Hedge's g,-0.39,0.86,-999,-999,-999,-999,20,20,-999,-999,FALSE
47769,47769_004,47769_004_003,Kuhn,2014,59,39,0.31,Hedge's g,-0.32,0.94,-999,-999,-999,-999,19,20,-999,-999,FALSE
47769,47769_004,47769_004_004,St Clair-Thompson,2010,203,141,0.23,Hedge's g,-0.1,0.56,-999,-999,-999,-999,69,72,-999,-999,FALSE
47769,47769_004,47769_004_005,Bikic,2017,455,17,-0.41,Hedge's g,-1.37,0.56,-999,-999,-999,-999,9,8,-999,-999,FALSE
47769,47769_004,47769_004_006,Bikic,2018,1563,65,0.32,Hedge's g,-0.17,0.81,-999,-999,-999,-999,31,34,-999,-999,FALSE
47769,47769_004,47769_004_007,de Vries,2015,566,60,0.54,Hedge's g,0.02,1.05,-999,-999,-999,-999,31,29,-999,-999,FALSE
47769,47769_004,47769_004_008,de Vries,2015,566,55,0.27,Hedge's g,-0.27,0.8,-999,-999,-999,-999,26,29,-999,-999,FALSE
47769,47769_004,47769_004_009,Dovis,2015,e0121651,58,0.47,Hedge's g,-0.05,1,-999,-999,-999,-999,30,28,-999,-999,FALSE
47769,47769_004,47769_004_010,Franceschini,2013,462,20,0.41,Hedge's g,-0.48,1.3,-999,-999,-999,-999,10,10,-999,-999,FALSE
47769,47769_004,47769_004_011,Franceschini,2017,-999,28,0.6,Hedge's g,-0.16,1.37,-999,-999,-999,-999,16,12,-999,-999,FALSE
47769,47769_004,47769_004_012,Packiam,2013,632,55,0.42,Hedge's g,-0.12,0.97,-999,-999,-999,-999,23,32,-999,-999,FALSE
47769,47769_004,47769_004_013,Prins,2013,115,51,0.64,Hedge's g,0.07,1.2,-999,-999,-999,-999,27,24,-999,-999,FALSE
47769,47769_004,47769_004_014,Wuang,2018,27,60,0.1,Hedge's g,-0.4,0.61,-999,-999,-999,-999,30,30,-999,-999,FALSE
47769,47769_005,47769_005_001,Dörrenbächer,2014,e1275,27,0.32,Hedge's g,-0.44,1.08,-999,-999,-999,-999,14,13,-999,-999,FALSE
47769,47769_005,47769_005_002,Dörrenbächer,2014,e1275,27,0.39,Hedge's g,-0.37,1.15,-999,-999,-999,-999,14,13,-999,-999,FALSE
47769,47769_005,47769_005_003,Dörrenbächer,2014,e1275,27,-0.66,Hedge's g,-1.44,0.12,-999,-999,-999,-999,13,14,-999,-999,FALSE
47769,47769_005,47769_005_004,Dörrenbächer,2014,e1275,27,-0.42,Hedge's g,-1.19,0.34,-999,-999,-999,-999,13,14,-999,-999,FALSE
47769,47769_005,47769_005_005,Goldin,2014,6443,111,0.99,Hedge's g,0.58,1.4,-999,-999,-999,-999,73,38,-999,-999,FALSE
47769,47769_005,47769_005_006,Bikic,2017,455,17,-0.05,Hedge's g,-1,0.9,-999,-999,-999,-999,9,8,-999,-999,FALSE
47769,47769_005,47769_005_007,Bikic,2018,1563,65,0.28,Hedge's g,-0.21,0.77,-999,-999,-999,-999,31,34,-999,-999,FALSE
47769,47769_005,47769_005_008,de Vries,2015,566,60,-0.13,Hedge's g,-0.64,0.38,-999,-999,-999,-999,31,29,-999,-999,FALSE
47769,47769_005,47769_005_009,de Vries,2015,566,55,0.1,Hedge's g,-0.43,0.63,-999,-999,-999,-999,26,29,-999,-999,FALSE
47769,47769_005,47769_005_010,Dörrenbächer,2018,64,26,2.71,Hedge's g,1.6,3.82,-999,-999,-999,-999,13,13,-999,-999,FALSE
47769,47769_005,47769_005_011,Dovis,2015,e0121651,58,0.13,Hedge's g,-0.39,0.64,-999,-999,-999,-999,30,28,-999,-999,FALSE
47769,47769_005,47769_005_012,Johnstone,2010,31,29,-0.14,Hedge's g,-0.87,0.59,-999,-999,-999,-999,15,14,-999,-999,FALSE
47769,47769_005,47769_005_013,Johnstone,2012,11,42,4.01,Hedge's g,2.93,5.1,-999,-999,-999,-999,22,20,-999,-999,FALSE
47769,47769_006,47769_006_001,Kuhn,2014,59,40,0.42,Hedge's g,-0.21,1.05,-999,-999,-999,-999,20,20,-999,-999,FALSE
47769,47769_006,47769_006_002,Kuhn,2014,59,39,0.46,Hedge's g,-0.18,1.09,-999,-999,-999,-999,19,20,-999,-999,FALSE
47769,47769_006,47769_006_003,Núñez,2014,19,51,1.71,Hedge's g,1.06,2.36,-999,-999,-999,-999,25,26,-999,-999,FALSE
47769,47769_006,47769_006_004,Rauscher,2016,-999,92,0.15,Hedge's g,-0.26,0.56,-999,-999,-999,-999,43,49,-999,-999,FALSE
47769,47769_006,47769_006_005,Rauscher,2016,-999,92,-0.05,Hedge's g,-0.46,0.36,-999,-999,-999,-999,43,49,-999,-999,FALSE
47769,47769_006,47769_006_006,St Clair-Thompson,2010,203,77,-0.09,Hedge's g,-0.55,0.36,-999,-999,-999,-999,46,31,-999,-999,FALSE
47769,47769_006,47769_006_007,St Clair-Thompson,2010,203,81,0.06,Hedge's g,-0.37,0.5,-999,-999,-999,-999,39,42,-999,-999,FALSE
47769,47769_006,47769_006_008,van der Ven,2017,200,102,0.32,Hedge's g,-0.07,0.71,-999,-999,-999,-999,52,50,-999,-999,FALSE
47769,47769_006,47769_006_009,Käser,2013,-999,32,0.04,Hedge's g,-0.65,0.74,-999,-999,-999,-999,15,17,-999,-999,FALSE
47769,47769_006,47769_006_010,Käser,2013,-999,32,0.37,Hedge's g,-0.33,1.07,-999,-999,-999,-999,15,17,-999,-999,FALSE
47769,47769_006,47769_006_011,Packiam,2013,632,55,0.3,Hedge's g,-0.24,0.84,-999,-999,-999,-999,23,32,-999,-999,FALSE
47769,47769_007,47769_007_001,Dörrenbächer,2014,e1275,27,-0.09,Hedge's g,-0.85,0.66,-999,-999,-999,-999,14,13,-999,-999,FALSE
47769,47769_007,47769_007_002,Dörrenbächer,2014,e1275,27,-0.11,Hedge's g,-0.87,0.64,-999,-999,-999,-999,14,13,-999,-999,FALSE
47769,47769_007,47769_007_003,Dörrenbächer,2014,e1275,27,-0.59,Hedge's g,-1.36,0.18,-999,-999,-999,-999,13,14,-999,-999,FALSE
47769,47769_007,47769_007_004,Dörrenbächer,2014,e1275,27,0.37,Hedge's g,-0.39,1.14,-999,-999,-999,-999,13,14,-999,-999,FALSE
47769,47769_007,47769_007_005,Johnstone,2012,11,48,2.03,Hedge's g,1.33,2.74,-999,-999,-999,-999,23,25,-999,-999,FALSE
47769,47769_007,47769_007_006,Kast,2007,1,37,0.97,Hedge's g,0.28,1.65,-999,-999,-999,-999,18,19,-999,-999,FALSE
47769,47769_007,47769_007_007,St Clair-Thompson,2010,203,254,0.35,Hedge's g,0.1,0.6,-999,-999,-999,-999,117,137,-999,-999,FALSE
47769,47769_007,47769_007_008,St Clair-Thompson,2010,203,77,0.69,Hedge's g,0.22,1.15,-999,-999,-999,-999,46,31,-999,-999,FALSE
47769,47769_007,47769_007_009,Bishop,2006,19,21,-0.62,Hedge's g,-1.51,0.27,-999,-999,-999,-999,12,9,-999,-999,FALSE
47769,47769_007,47769_007_010,Bishop,2006,19,21,-0.37,Hedge's g,-1.25,0.5,-999,-999,-999,-999,12,9,-999,-999,FALSE
47769,47769_007,47769_007_011,Dovis,2015,e0121651,58,0,Hedge's g,-0.52,0.52,-999,-999,-999,-999,30,28,-999,-999,FALSE
47769,47769_007,47769_007_012,Franceschini,2013,462,20,0.24,Hedge's g,-0.64,1.12,-999,-999,-999,-999,10,10,-999,-999,FALSE
47769,47769_007,47769_007_013,Franceschini,2017,-999,28,4.77,Hedge's g,3.23,6.31,-999,-999,-999,-999,16,12,-999,-999,FALSE
47769,47769_007,47769_007_014,Franceschini,2017,-999,28,0.07,Hedge's g,-0.68,0.82,-999,-999,-999,-999,16,12,-999,-999,FALSE
47769,47769_007,47769_007_015,Johnstone,2012,11,42,1.64,Hedge's g,0.93,2.35,-999,-999,-999,-999,22,20,-999,-999,FALSE
47769,47769_007,47769_007_016,Kast,2007,1,43,0.37,Hedge's g,-0.24,0.97,-999,-999,-999,-999,20,23,-999,-999,FALSE
47769,47769_007,47769_007_017,Luniewska,2018,549,54,0.3,Hedge's g,-0.24,0.84,-999,-999,-999,-999,27,27,-999,-999,FALSE
47769,47769_007,47769_007_018,Luniewska,2018,549,54,0.24,Hedge's g,-0.29,0.78,-999,-999,-999,-999,27,27,-999,-999,FALSE
47769,47769_007,47769_007_019,Packiam,2013,632,55,0.19,Hedge's g,-0.35,0.73,-999,-999,-999,-999,23,32,-999,-999,FALSE
47769,47769_008,47769_008_001,Johnstone,2012,11,48,0.99,Hedge's g,0.39,1.6,-999,-999,-999,-999,23,25,-999,-999,FALSE
47769,47769_008,47769_008_002,Núñez,2014,19,51,1.07,Hedge's g,0.48,1.66,-999,-999,-999,-999,25,26,-999,-999,FALSE
47769,47769_008,47769_008_003,Bikic,2017,455,17,-0.22,Hedge's g,-1.17,0.74,-999,-999,-999,-999,9,8,-999,-999,FALSE
47769,47769_008,47769_008_004,Bikic,2018,1563,65,0.09,Hedge's g,-0.4,0.57,-999,-999,-999,-999,31,34,-999,-999,FALSE
47769,47769_008,47769_008_005,de Vries,2015,566,61,0.16,Hedge's g,-0.34,0.67,-999,-999,-999,-999,30,31,-999,-999,FALSE
47769,47769_008,47769_008_006,de Vries,2015,566,56,0.14,Hedge's g,-0.38,0.67,-999,-999,-999,-999,25,31,-999,-999,FALSE
47769,47769_008,47769_008_007,Dovis,2015,e0121651,59,0.03,Hedge's g,-0.48,0.54,-999,-999,-999,-999,30,29,-999,-999,FALSE
47769,47769_008,47769_008_008,Johnstone,2010,31,29,0.59,Hedge's g,-0.15,1.34,-999,-999,-999,-999,15,14,-999,-999,FALSE
47769,47769_008,47769_008_009,Johnstone,2012,11,42,3.38,Hedge's g,2.41,4.35,-999,-999,-999,-999,22,20,-999,-999,FALSE
47769,47769_008,47769_008_010,van der Oord,2014,699,40,0.42,Hedge's g,-0.21,1.05,-999,-999,-999,-999,18,22,-999,-999,FALSE
47769,47769_008,47769_008_011,Wuang,2018,27,60,0.59,Hedge's g,0.07,1.11,-999,-999,-999,-999,30,30,-999,-999,FALSE
7374,7374_019,7374_019_1,Chandra,2008,1047,-999,-0.049,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_2,Chandra,2008,1047,-999,0.053,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_3,O'Hara,2012,-999,611,0.119,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_4,O'Hara,2012,-999,617,0.078,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_5,O'Hara,2012,-999,611,0.068,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_6,O'Hara,2012,-999,617,-0.004,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_7,Fisher,2009,-999,1012,0.013,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_8,Gotffied,2013,73,474,-0.0125,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_9,Kumar,2013a,-999,586,0,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_10,Kumar,2013b,-999,586,0.16,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_11,Martino,2006,-999,1461,0.18,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_12,Schooler,2006,-999,454,-0.13,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_13,Schooler,2006,-999,393,-0.08,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_14,Somers,2006,-999,196,0.224,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_15,Somers,2006,-999,253,0,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_16,ter Bogt,2010,-999,480,0,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_17,Tolman,2007,-999,387,-0.02,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_18,Tolman,2007,-999,454,-0.04,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_19,Tolman,2007,-999,387,0.03,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_20,Tolman,2007,-999,454,0.03,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_21,van den Bosch,in press,-999,730,0.058,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_019,7374_019_22,Ward,2006,-999,244,0.14,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_1,Ashby,2006,-999,4808,0.065,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_2,Barnes,2007,-999,606,-0.01,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_3,Brown/Steinberg,-999,-999,529,0.045,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_4,Brown/Steinberg,-999,-999,448,-0.067,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_5,Hawk,2006,-999,1016,0.093,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_6,Hawk,2006,-999,1168,0.14,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_7,Martino,2005,914,1292,0.02,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_8,Martino,2006b,-999,1461,0.23,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_9,O'Hara,2012,-999,611,0.029,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_10,O'Hara,2012,-999,617,0.088,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_11,O'Hara,2012,-999,611,0.212,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_12,O'Hara,2012,-999,617,0.003,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_13,Parkes,2013,-999,2251,0.045,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_14,Price,2009,-999,127,0.092,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_15,Price,2009,-999,146,0.038,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_031,7374_031_16,Primack,2009,-999,711,0.18,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_1,Chandra,2008,1047,-999,0.053,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_2,van den Bosch,in press,-999,730,0.058,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_3,Brown/Steinberg,-999,-999,529,0.045,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_4,Brown/Steinberg,-999,-999,448,-0.067,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_5,Hawk,2006,-999,1016,0.093,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_6,Hawk,2006,-999,1168,0.14,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_7,Martino,2005,914,1292,0.02,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_8,Martino,2006b,-999,1461,0.23,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_9,O'Hara,2012,-999,611,0.029,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_10,O'Hara,2012,-999,617,0.088,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_11,Parkes,2013,-999,2251,0.045,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_12,Price,2009,-999,127,0.092,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_13,Price,2009,-999,146,0.038,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_14,Primack,2009,-999,711,0.18,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_15,O'Hara,2012,-999,611,0.119,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_16,O'Hara,2012,-999,617,0.078,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_17,Fisher,2009,-999,1012,0.013,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_18,Gotffied,2013,73,474,-0.0125,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_19,Kumar,2013,-999,586,0.16,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_20,Martino,2006,-999,1461,0.18,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_21,Somers,2006,-999,196,0.224,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_22,Somers,2006,-999,253,0,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_23,Tolman,2007,-999,387,0.03,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_24,Tolman,2007,-999,454,0.03,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
7374,7374_033,7374_033_25,Ward,2006,-999,244,0.14,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_006,6524_006_1,Gradisar,2013,1291,150,0.1,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_006,6524_006_2,Gaina,2005,162,633,0.01,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_006,6524_006_3,Pieters,2012,-999,3282,-0.01,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_006,6524_006_4,King,2014,21,1109,0.012,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_006,6524_006_5,Shochat,2010,1396,449,0.11,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_006,6524_006_6,Dworak,2007,978,10,0.4133,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_007,6524_007_1,Gradisar,2013,1291,170,0.012,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_007,6524_007_2,Gaina,2005,162,638,0.036,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_007,6524_007_3,Pieters,2012,-999,3282,0.04,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_007,6524_007_4,King,2014,21,1111,0.023,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_007,6524_007_5,Shochat,2010,1396,449,0.01,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_007,6524_007_6,Drescher,2011,337,268,-0.042,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_007,6524_007_7,Dworak,2007,978,10,0.5093,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_007,6524_007_8,King,2013,137,17,0.2928,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_008,6524_008_1,Gradisar,2013,1291,150,0.027,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_008,6524_008_2,Pieters,2012,-999,3282,0.04,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_009,6524_009_1,Pieters,2012,-999,3282,0.04,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_012,6524_012_1,Gradisar,2013,1291,170,0.034,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_012,6524_012_2,King,2014,21,1110,0.042,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_012,6524_012_3,Shochat,2010,1396,449,0.19,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_011,6524_011_1,Garmy,2012,469,1779,0.039,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_011,6524_011_2,Honda,2008,110,2138,0.08,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_011,6524_011_3,Shochat,2010,1396,449,0.21,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_011,6524_011_4,Gradisar,2013,1291,170,-0.096,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_011,6524_011_5,Ortega,2010,563,2156,0.11,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_011,6524_011_6,Gaina,2005,162,629,0.116,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_011,6524_011_7,King,2014,21,1109,0.045,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_011,6524_011_8,Pieters,2012,-999,3282,-0.06,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_013,6524_013_1,Shochat,2010,1396,449,0.12,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_013,6524_013_2,Gradisar,2013,1291,171,0.064,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_013,6524_013_3,King,2014,21,1111,0.129,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_013,6524_013_4,Drescher,2011,337,268,0.18,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_013,6524_013_5,Gaina,2005,162,635,-0.009,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_013,6524_013_6,Pieters,2012,-999,3282,0.14,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_014,6524_014_1,Honda,2008,110,2138,0.137,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_014,6524_014_2,Gradisar,2013,1291,170,0.0675,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_014,6524_014_3,Pieters,2012,-999,3282,0.13,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_015,6524_015_1,Garmy,2012,469,1781,0.072,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_015,6524_015_2,Pieters,2012,-999,3282,0.19,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_016,6524_016_1,Honda,2008,110,2138,0.177,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_016,6524_016_2,Gradisar,2013,1291,170,0.034,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_016,6524_016_3,Shochat,2010,1396,449,0.24,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_016,6524_016_4,King,2014,21,1110,0.294,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
48113,48113_014,48113_014_001,Haerens,2006a,911,1157,-0.02,Standard Mean Difference,-0.17,0.13,-999,-999,-999,-999,943,214,-999,-999,FALSE
48113,48113_014,48113_014_002,Haerens,2006a,911,773,0.06,Standard Mean Difference,-0.08,0.21,-999,-999,-999,-999,437,336,-999,-999,FALSE
48113,48113_014,48113_014_003,Casazza,2007,73,184,0.15,Standard Mean Difference,-0.14,0.44,-999,-999,-999,-999,92,92,-999,-999,FALSE
48113,48113_014,48113_014_004,Mauriello,2010,451,1300,0.19,Standard Mean Difference,0.08,0.3,-999,-999,-999,-999,837,463,-999,-999,FALSE
48113,48113_014,48113_014_005,Haerens,2006a,911,773,0.25,Standard Mean Difference,0.11,0.39,-999,-999,-999,-999,437,336,-999,-999,FALSE
